,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,Date,cummulative_cases,cummulative_deaths,prev_date_cases,prev_date_deaths,new_cases_less_than_prev,new_deaths_less_than_prev,total_cases,total_deaths,times_reduced_last_7_days
9415,11/01/2020,11,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-11,0,0,0.0,0.0,1,1,385,6,5
9414,12/01/2020,12,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-12,0,0,0.0,0.0,1,1,385,6,5
9413,13/01/2020,13,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-13,0,0,0.0,0.0,1,1,385,6,5
9412,14/01/2020,14,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-14,0,0,0.0,0.0,1,1,385,6,5
9411,15/01/2020,15,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-15,0,0,0.0,0.0,1,1,385,6,5
9410,16/01/2020,16,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-16,0,0,0.0,0.0,1,1,385,6,5
9409,17/01/2020,17,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-17,0,0,0.0,0.0,1,1,385,6,5
9408,18/01/2020,18,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-18,0,0,0.0,0.0,1,1,385,6,5
9407,19/01/2020,19,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-19,0,0,0.0,0.0,1,1,385,6,5
9406,20/01/2020,20,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-20,0,0,0.0,0.0,1,1,385,6,5
9405,21/01/2020,21,1,2020,1,0,Taiwan,TW,TWN,23780452,2020-01-21,1,0,0.0,0.0,0,1,385,6,5
9404,22/01/2020,22,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-22,1,0,1.0,0.0,1,1,385,6,5
9403,23/01/2020,23,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-23,1,0,0.0,0.0,1,1,385,6,5
9402,24/01/2020,24,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-24,1,0,0.0,0.0,1,1,385,6,5
9401,25/01/2020,25,1,2020,2,0,Taiwan,TW,TWN,23780452,2020-01-25,3,0,0.0,0.0,0,1,385,6,5
9400,26/01/2020,26,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-26,3,0,2.0,0.0,1,1,385,6,5
9399,27/01/2020,27,1,2020,2,0,Taiwan,TW,TWN,23780452,2020-01-27,5,0,0.0,0.0,0,1,385,6,5
9398,28/01/2020,28,1,2020,2,0,Taiwan,TW,TWN,23780452,2020-01-28,7,0,2.0,0.0,1,1,385,6,5
9397,29/01/2020,29,1,2020,1,0,Taiwan,TW,TWN,23780452,2020-01-29,8,0,2.0,0.0,1,1,385,6,5
9396,30/01/2020,30,1,2020,0,0,Taiwan,TW,TWN,23780452,2020-01-30,8,0,1.0,0.0,1,1,385,6,5
9395,31/01/2020,31,1,2020,1,0,Taiwan,TW,TWN,23780452,2020-01-31,9,0,0.0,0.0,0,1,385,6,5
9394,01/02/2020,1,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-01,10,0,1.0,0.0,1,1,385,6,5
9393,02/02/2020,2,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-02,10,0,1.0,0.0,1,1,385,6,5
9392,03/02/2020,3,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-03,10,0,0.0,0.0,1,1,385,6,5
9391,04/02/2020,4,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-04,10,0,0.0,0.0,1,1,385,6,5
9390,05/02/2020,5,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-05,11,0,0.0,0.0,0,1,385,6,5
9389,06/02/2020,6,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-06,11,0,1.0,0.0,1,1,385,6,5
9388,07/02/2020,7,2,2020,5,0,Taiwan,TW,TWN,23780452,2020-02-07,16,0,0.0,0.0,0,1,385,6,5
9387,08/02/2020,8,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-08,17,0,5.0,0.0,1,1,385,6,5
9386,09/02/2020,9,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-09,18,0,1.0,0.0,1,1,385,6,5
9385,10/02/2020,10,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-10,18,0,1.0,0.0,1,1,385,6,5
9384,11/02/2020,11,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-11,18,0,0.0,0.0,1,1,385,6,5
9383,12/02/2020,12,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-12,18,0,0.0,0.0,1,1,385,6,5
9382,13/02/2020,13,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-13,18,0,0.0,0.0,1,1,385,6,5
9381,14/02/2020,14,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-14,18,0,0.0,0.0,1,1,385,6,5
9380,15/02/2020,15,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-15,18,0,0.0,0.0,1,1,385,6,5
9379,16/02/2020,16,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-16,18,0,0.0,0.0,1,1,385,6,5
9378,17/02/2020,17,2,2020,2,1,Taiwan,TW,TWN,23780452,2020-02-17,20,1,0.0,0.0,0,0,385,6,5
9377,18/02/2020,18,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-18,22,1,2.0,1.0,1,1,385,6,5
9376,19/02/2020,19,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-19,22,1,2.0,0.0,1,1,385,6,5
9375,20/02/2020,20,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-20,24,1,0.0,0.0,0,1,385,6,5
9374,21/02/2020,21,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-21,24,1,2.0,0.0,1,1,385,6,5
9373,22/02/2020,22,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-22,26,1,0.0,0.0,0,1,385,6,5
9372,23/02/2020,23,2,2020,0,0,Taiwan,TW,TWN,23780452,2020-02-23,26,1,2.0,0.0,1,1,385,6,5
9371,24/02/2020,24,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-24,28,1,0.0,0.0,0,1,385,6,5
9370,25/02/2020,25,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-25,30,1,2.0,0.0,1,1,385,6,5
9369,26/02/2020,26,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-26,31,1,2.0,0.0,1,1,385,6,5
9368,27/02/2020,27,2,2020,1,0,Taiwan,TW,TWN,23780452,2020-02-27,32,1,1.0,0.0,1,1,385,6,5
9367,28/02/2020,28,2,2020,2,0,Taiwan,TW,TWN,23780452,2020-02-28,34,1,1.0,0.0,0,1,385,6,5
9366,29/02/2020,29,2,2020,5,0,Taiwan,TW,TWN,23780452,2020-02-29,39,1,2.0,0.0,0,1,385,6,5
9365,01/03/2020,1,3,2020,1,0,Taiwan,TW,TWN,23780452,2020-03-01,40,1,5.0,0.0,1,1,385,6,5
9364,02/03/2020,2,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-02,40,1,1.0,0.0,1,1,385,6,5
9363,03/03/2020,3,3,2020,1,0,Taiwan,TW,TWN,23780452,2020-03-03,41,1,0.0,0.0,0,1,385,6,5
9362,04/03/2020,4,3,2020,1,0,Taiwan,TW,TWN,23780452,2020-03-04,42,1,1.0,0.0,1,1,385,6,5
9361,06/03/2020,6,3,2020,2,0,Taiwan,TW,TWN,23780452,2020-03-06,44,1,1.0,0.0,0,1,385,6,5
9360,07/03/2020,7,3,2020,1,0,Taiwan,TW,TWN,23780452,2020-03-07,45,1,2.0,0.0,1,1,385,6,5
9359,08/03/2020,8,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-08,45,1,1.0,0.0,1,1,385,6,5
9358,09/03/2020,9,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-09,45,1,0.0,0.0,1,1,385,6,5
9357,11/03/2020,11,3,2020,3,0,Taiwan,TW,TWN,23780452,2020-03-11,48,1,0.0,0.0,0,1,385,6,5
9356,12/03/2020,12,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-12,48,1,3.0,0.0,1,1,385,6,5
9355,13/03/2020,13,3,2020,1,0,Taiwan,TW,TWN,23780452,2020-03-13,49,1,0.0,0.0,0,1,385,6,5
9354,14/03/2020,14,3,2020,4,0,Taiwan,TW,TWN,23780452,2020-03-14,53,1,1.0,0.0,0,1,385,6,5
9353,15/03/2020,15,3,2020,6,0,Taiwan,TW,TWN,23780452,2020-03-15,59,1,4.0,0.0,0,1,385,6,5
9352,16/03/2020,16,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-16,59,1,6.0,0.0,1,1,385,6,5
9351,17/03/2020,17,3,2020,8,0,Taiwan,TW,TWN,23780452,2020-03-17,67,1,0.0,0.0,0,1,385,6,5
9350,18/03/2020,18,3,2020,10,0,Taiwan,TW,TWN,23780452,2020-03-18,77,1,8.0,0.0,0,1,385,6,5
9349,19/03/2020,19,3,2020,31,0,Taiwan,TW,TWN,23780452,2020-03-19,108,1,10.0,0.0,0,1,385,6,5
9348,20/03/2020,20,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-20,108,1,31.0,0.0,1,1,385,6,5
9347,21/03/2020,21,3,2020,27,1,Taiwan,TW,TWN,23780452,2020-03-21,135,2,0.0,0.0,0,0,385,6,5
9346,22/03/2020,22,3,2020,18,0,Taiwan,TW,TWN,23780452,2020-03-22,153,2,27.0,1.0,1,1,385,6,5
9345,23/03/2020,23,3,2020,12,0,Taiwan,TW,TWN,23780452,2020-03-23,165,2,18.0,0.0,1,1,385,6,5
9344,24/03/2020,24,3,2020,30,0,Taiwan,TW,TWN,23780452,2020-03-24,195,2,12.0,0.0,0,1,385,6,5
9343,25/03/2020,25,3,2020,21,0,Taiwan,TW,TWN,23780452,2020-03-25,216,2,30.0,0.0,1,1,385,6,5
9342,26/03/2020,26,3,2020,19,0,Taiwan,TW,TWN,23780452,2020-03-26,235,2,21.0,0.0,1,1,385,6,5
9341,27/03/2020,27,3,2020,17,0,Taiwan,TW,TWN,23780452,2020-03-27,252,2,19.0,0.0,1,1,385,6,5
9340,28/03/2020,28,3,2020,15,0,Taiwan,TW,TWN,23780452,2020-03-28,267,2,17.0,0.0,1,1,385,6,5
9339,29/03/2020,29,3,2020,16,0,Taiwan,TW,TWN,23780452,2020-03-29,283,2,15.0,0.0,0,1,385,6,5
9338,30/03/2020,30,3,2020,23,3,Taiwan,TW,TWN,23780452,2020-03-30,306,5,16.0,0.0,0,0,385,6,5
9337,31/03/2020,31,3,2020,0,0,Taiwan,TW,TWN,23780452,2020-03-31,306,5,23.0,3.0,1,1,385,6,5
9336,01/04/2020,1,4,2020,16,0,Taiwan,TW,TWN,23780452,2020-04-01,322,5,0.0,0.0,0,1,385,6,5
9335,02/04/2020,2,4,2020,17,0,Taiwan,TW,TWN,23780452,2020-04-02,339,5,16.0,0.0,0,1,385,6,5
9334,03/04/2020,3,4,2020,0,0,Taiwan,TW,TWN,23780452,2020-04-03,339,5,17.0,0.0,1,1,385,6,5
9333,04/04/2020,4,4,2020,16,0,Taiwan,TW,TWN,23780452,2020-04-04,355,5,0.0,0.0,0,1,385,6,5
9332,05/04/2020,5,4,2020,8,0,Taiwan,TW,TWN,23780452,2020-04-05,363,5,16.0,0.0,1,1,385,6,5
9331,06/04/2020,6,4,2020,0,0,Taiwan,TW,TWN,23780452,2020-04-06,363,5,8.0,0.0,1,1,385,6,5
9330,07/04/2020,7,4,2020,10,0,Taiwan,TW,TWN,23780452,2020-04-07,373,5,0.0,0.0,0,1,385,6,5
9329,08/04/2020,8,4,2020,3,0,Taiwan,TW,TWN,23780452,2020-04-08,376,5,10.0,0.0,1,1,385,6,5
9328,09/04/2020,9,4,2020,3,0,Taiwan,TW,TWN,23780452,2020-04-09,379,5,3.0,0.0,1,1,385,6,5
9327,10/04/2020,10,4,2020,1,0,Taiwan,TW,TWN,23780452,2020-04-10,380,5,3.0,0.0,1,1,385,6,5
9326,11/04/2020,11,4,2020,0,0,Taiwan,TW,TWN,23780452,2020-04-11,380,5,1.0,0.0,1,1,385,6,5
9325,12/04/2020,12,4,2020,5,1,Taiwan,TW,TWN,23780452,2020-04-12,385,6,0.0,0.0,0,0,385,6,5
9523,31/12/2019,31,12,2019,0,0,Thailand,TH,THA,69428524,2019-12-31,0,0,0.0,0.0,1,1,2551,38,6
9522,01/01/2020,1,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-01,0,0,0.0,0.0,1,1,2551,38,6
9521,02/01/2020,2,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-02,0,0,0.0,0.0,1,1,2551,38,6
9520,03/01/2020,3,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-03,0,0,0.0,0.0,1,1,2551,38,6
9519,04/01/2020,4,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-04,0,0,0.0,0.0,1,1,2551,38,6
9518,05/01/2020,5,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-05,0,0,0.0,0.0,1,1,2551,38,6
9517,06/01/2020,6,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-06,0,0,0.0,0.0,1,1,2551,38,6
9516,07/01/2020,7,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-07,0,0,0.0,0.0,1,1,2551,38,6
9515,08/01/2020,8,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-08,0,0,0.0,0.0,1,1,2551,38,6
9514,09/01/2020,9,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-09,0,0,0.0,0.0,1,1,2551,38,6
9513,10/01/2020,10,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-10,0,0,0.0,0.0,1,1,2551,38,6
9512,11/01/2020,11,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-11,0,0,0.0,0.0,1,1,2551,38,6
9511,12/01/2020,12,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-12,0,0,0.0,0.0,1,1,2551,38,6
9510,13/01/2020,13,1,2020,1,0,Thailand,TH,THA,69428524,2020-01-13,1,0,0.0,0.0,0,1,2551,38,6
9509,14/01/2020,14,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-14,1,0,1.0,0.0,1,1,2551,38,6
9508,15/01/2020,15,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-15,1,0,0.0,0.0,1,1,2551,38,6
9507,16/01/2020,16,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-16,1,0,0.0,0.0,1,1,2551,38,6
9506,17/01/2020,17,1,2020,1,0,Thailand,TH,THA,69428524,2020-01-17,2,0,0.0,0.0,0,1,2551,38,6
9505,18/01/2020,18,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-18,2,0,1.0,0.0,1,1,2551,38,6
9504,19/01/2020,19,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-19,2,0,0.0,0.0,1,1,2551,38,6
9503,20/01/2020,20,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-20,2,0,0.0,0.0,1,1,2551,38,6
9502,21/01/2020,21,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-21,2,0,0.0,0.0,1,1,2551,38,6
9501,22/01/2020,22,1,2020,2,0,Thailand,TH,THA,69428524,2020-01-22,4,0,0.0,0.0,0,1,2551,38,6
9500,23/01/2020,23,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-23,4,0,2.0,0.0,1,1,2551,38,6
9499,24/01/2020,24,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-24,4,0,0.0,0.0,1,1,2551,38,6
9498,25/01/2020,25,1,2020,1,0,Thailand,TH,THA,69428524,2020-01-25,5,0,0.0,0.0,0,1,2551,38,6
9497,26/01/2020,26,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-26,5,0,1.0,0.0,1,1,2551,38,6
9496,27/01/2020,27,1,2020,3,0,Thailand,TH,THA,69428524,2020-01-27,8,0,0.0,0.0,0,1,2551,38,6
9495,28/01/2020,28,1,2020,6,0,Thailand,TH,THA,69428524,2020-01-28,14,0,3.0,0.0,0,1,2551,38,6
9494,29/01/2020,29,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-29,14,0,6.0,0.0,1,1,2551,38,6
9493,30/01/2020,30,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-30,14,0,0.0,0.0,1,1,2551,38,6
9492,31/01/2020,31,1,2020,0,0,Thailand,TH,THA,69428524,2020-01-31,14,0,0.0,0.0,1,1,2551,38,6
9491,01/02/2020,1,2,2020,5,0,Thailand,TH,THA,69428524,2020-02-01,19,0,0.0,0.0,0,1,2551,38,6
9490,02/02/2020,2,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-02,19,0,5.0,0.0,1,1,2551,38,6
9489,03/02/2020,3,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-03,19,0,0.0,0.0,1,1,2551,38,6
9488,04/02/2020,4,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-04,19,0,0.0,0.0,1,1,2551,38,6
9487,05/02/2020,5,2,2020,6,0,Thailand,TH,THA,69428524,2020-02-05,25,0,0.0,0.0,0,1,2551,38,6
9486,06/02/2020,6,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-06,25,0,6.0,0.0,1,1,2551,38,6
9485,07/02/2020,7,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-07,25,0,0.0,0.0,1,1,2551,38,6
9484,08/02/2020,8,2,2020,7,0,Thailand,TH,THA,69428524,2020-02-08,32,0,0.0,0.0,0,1,2551,38,6
9483,09/02/2020,9,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-09,32,0,7.0,0.0,1,1,2551,38,6
9482,10/02/2020,10,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-10,32,0,0.0,0.0,1,1,2551,38,6
9481,11/02/2020,11,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-11,32,0,0.0,0.0,1,1,2551,38,6
9480,12/02/2020,12,2,2020,1,0,Thailand,TH,THA,69428524,2020-02-12,33,0,0.0,0.0,0,1,2551,38,6
9479,13/02/2020,13,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-13,33,0,1.0,0.0,1,1,2551,38,6
9478,14/02/2020,14,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-14,33,0,0.0,0.0,1,1,2551,38,6
9477,15/02/2020,15,2,2020,1,0,Thailand,TH,THA,69428524,2020-02-15,34,0,0.0,0.0,0,1,2551,38,6
9476,16/02/2020,16,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-16,34,0,1.0,0.0,1,1,2551,38,6
9475,17/02/2020,17,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-17,34,0,0.0,0.0,1,1,2551,38,6
9474,18/02/2020,18,2,2020,1,0,Thailand,TH,THA,69428524,2020-02-18,35,0,0.0,0.0,0,1,2551,38,6
9473,19/02/2020,19,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-19,35,0,1.0,0.0,1,1,2551,38,6
9472,20/02/2020,20,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-20,35,0,0.0,0.0,1,1,2551,38,6
9471,21/02/2020,21,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-21,35,0,0.0,0.0,1,1,2551,38,6
9470,22/02/2020,22,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-22,35,0,0.0,0.0,1,1,2551,38,6
9469,23/02/2020,23,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-23,35,0,0.0,0.0,1,1,2551,38,6
9468,24/02/2020,24,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-24,35,0,0.0,0.0,1,1,2551,38,6
9467,25/02/2020,25,2,2020,2,0,Thailand,TH,THA,69428524,2020-02-25,37,0,0.0,0.0,0,1,2551,38,6
9466,26/02/2020,26,2,2020,3,0,Thailand,TH,THA,69428524,2020-02-26,40,0,2.0,0.0,0,1,2551,38,6
9465,27/02/2020,27,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-27,40,0,3.0,0.0,1,1,2551,38,6
9464,28/02/2020,28,2,2020,0,0,Thailand,TH,THA,69428524,2020-02-28,40,0,0.0,0.0,1,1,2551,38,6
9463,29/02/2020,29,2,2020,2,0,Thailand,TH,THA,69428524,2020-02-29,42,0,0.0,0.0,0,1,2551,38,6
9462,01/03/2020,1,3,2020,0,1,Thailand,TH,THA,69428524,2020-03-01,42,1,2.0,0.0,1,0,2551,38,6
9461,02/03/2020,2,3,2020,1,0,Thailand,TH,THA,69428524,2020-03-02,43,1,0.0,1.0,0,1,2551,38,6
9460,05/03/2020,5,3,2020,4,0,Thailand,TH,THA,69428524,2020-03-05,47,1,1.0,0.0,0,1,2551,38,6
9459,07/03/2020,7,3,2020,3,0,Thailand,TH,THA,69428524,2020-03-07,50,1,4.0,0.0,1,1,2551,38,6
9458,11/03/2020,11,3,2020,9,0,Thailand,TH,THA,69428524,2020-03-11,59,1,3.0,0.0,0,1,2551,38,6
9457,12/03/2020,12,3,2020,11,0,Thailand,TH,THA,69428524,2020-03-12,70,1,9.0,0.0,0,1,2551,38,6
9456,14/03/2020,14,3,2020,12,0,Thailand,TH,THA,69428524,2020-03-14,82,1,11.0,0.0,0,1,2551,38,6
9455,15/03/2020,15,3,2020,0,0,Thailand,TH,THA,69428524,2020-03-15,82,1,12.0,0.0,1,1,2551,38,6
9454,16/03/2020,16,3,2020,32,0,Thailand,TH,THA,69428524,2020-03-16,114,1,0.0,0.0,0,1,2551,38,6
9453,17/03/2020,17,3,2020,63,0,Thailand,TH,THA,69428524,2020-03-17,177,1,32.0,0.0,0,1,2551,38,6
9452,18/03/2020,18,3,2020,0,0,Thailand,TH,THA,69428524,2020-03-18,177,1,63.0,0.0,1,1,2551,38,6
9451,19/03/2020,19,3,2020,0,0,Thailand,TH,THA,69428524,2020-03-19,177,1,0.0,0.0,1,1,2551,38,6
9450,20/03/2020,20,3,2020,35,0,Thailand,TH,THA,69428524,2020-03-20,212,1,0.0,0.0,0,1,2551,38,6
9449,21/03/2020,21,3,2020,154,0,Thailand,TH,THA,69428524,2020-03-21,366,1,35.0,0.0,0,1,2551,38,6
9448,22/03/2020,22,3,2020,233,0,Thailand,TH,THA,69428524,2020-03-22,599,1,154.0,0.0,0,1,2551,38,6
9447,23/03/2020,23,3,2020,122,0,Thailand,TH,THA,69428524,2020-03-23,721,1,233.0,0.0,1,1,2551,38,6
9446,24/03/2020,24,3,2020,106,3,Thailand,TH,THA,69428524,2020-03-24,827,4,122.0,0.0,1,0,2551,38,6
9445,25/03/2020,25,3,2020,107,0,Thailand,TH,THA,69428524,2020-03-25,934,4,106.0,3.0,0,1,2551,38,6
9444,26/03/2020,26,3,2020,111,0,Thailand,TH,THA,69428524,2020-03-26,1045,4,107.0,0.0,0,1,2551,38,6
9443,27/03/2020,27,3,2020,91,1,Thailand,TH,THA,69428524,2020-03-27,1136,5,111.0,0.0,1,0,2551,38,6
9442,28/03/2020,28,3,2020,0,0,Thailand,TH,THA,69428524,2020-03-28,1136,5,91.0,1.0,1,1,2551,38,6
9441,29/03/2020,29,3,2020,109,1,Thailand,TH,THA,69428524,2020-03-29,1245,6,0.0,0.0,0,0,2551,38,6
9440,30/03/2020,30,3,2020,143,1,Thailand,TH,THA,69428524,2020-03-30,1388,7,109.0,1.0,0,1,2551,38,6
9439,31/03/2020,31,3,2020,263,3,Thailand,TH,THA,69428524,2020-03-31,1651,10,143.0,1.0,0,0,2551,38,6
9438,01/04/2020,1,4,2020,0,0,Thailand,TH,THA,69428524,2020-04-01,1651,10,263.0,3.0,1,1,2551,38,6
9437,02/04/2020,2,4,2020,120,2,Thailand,TH,THA,69428524,2020-04-02,1771,12,0.0,0.0,0,0,2551,38,6
9436,03/04/2020,3,4,2020,104,3,Thailand,TH,THA,69428524,2020-04-03,1875,15,120.0,2.0,1,0,2551,38,6
9435,04/04/2020,4,4,2020,103,4,Thailand,TH,THA,69428524,2020-04-04,1978,19,104.0,3.0,1,0,2551,38,6
9434,05/04/2020,5,4,2020,191,4,Thailand,TH,THA,69428524,2020-04-05,2169,23,103.0,4.0,0,1,2551,38,6
9433,06/04/2020,6,4,2020,51,3,Thailand,TH,THA,69428524,2020-04-06,2220,26,191.0,4.0,1,1,2551,38,6
9432,07/04/2020,7,4,2020,38,0,Thailand,TH,THA,69428524,2020-04-07,2258,26,51.0,3.0,1,1,2551,38,6
9431,08/04/2020,8,4,2020,111,4,Thailand,TH,THA,69428524,2020-04-08,2369,30,38.0,0.0,0,0,2551,38,6
9430,09/04/2020,9,4,2020,54,2,Thailand,TH,THA,69428524,2020-04-09,2423,32,111.0,4.0,1,1,2551,38,6
9429,10/04/2020,10,4,2020,50,1,Thailand,TH,THA,69428524,2020-04-10,2473,33,54.0,2.0,1,1,2551,38,6
9428,11/04/2020,11,4,2020,45,2,Thailand,TH,THA,69428524,2020-04-11,2518,35,50.0,1.0,1,0,2551,38,6
9427,12/04/2020,12,4,2020,33,3,Thailand,TH,THA,69428524,2020-04-12,2551,38,45.0,2.0,1,0,2551,38,6
9545,22/03/2020,22,3,2020,1,0,Timor_Leste,TL,TLS,1267972,2020-03-22,1,0,0.0,0.0,0,1,2,0,6
9544,23/03/2020,23,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-23,1,0,1.0,0.0,1,1,2,0,6
9543,24/03/2020,24,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-24,1,0,0.0,0.0,1,1,2,0,6
9542,25/03/2020,25,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-25,1,0,0.0,0.0,1,1,2,0,6
9541,26/03/2020,26,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-26,1,0,0.0,0.0,1,1,2,0,6
9540,27/03/2020,27,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-27,1,0,0.0,0.0,1,1,2,0,6
9539,28/03/2020,28,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-28,1,0,0.0,0.0,1,1,2,0,6
9538,29/03/2020,29,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-29,1,0,0.0,0.0,1,1,2,0,6
9537,30/03/2020,30,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-30,1,0,0.0,0.0,1,1,2,0,6
9536,31/03/2020,31,3,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-03-31,1,0,0.0,0.0,1,1,2,0,6
9535,01/04/2020,1,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-01,1,0,0.0,0.0,1,1,2,0,6
9534,02/04/2020,2,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-02,1,0,0.0,0.0,1,1,2,0,6
9533,03/04/2020,3,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-03,1,0,0.0,0.0,1,1,2,0,6
9532,04/04/2020,4,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-04,1,0,0.0,0.0,1,1,2,0,6
9531,05/04/2020,5,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-05,1,0,0.0,0.0,1,1,2,0,6
9530,06/04/2020,6,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-06,1,0,0.0,0.0,1,1,2,0,6
9529,07/04/2020,7,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-07,1,0,0.0,0.0,1,1,2,0,6
9528,08/04/2020,8,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-08,1,0,0.0,0.0,1,1,2,0,6
9527,09/04/2020,9,4,2020,0,0,Timor_Leste,TL,TLS,1267972,2020-04-09,1,0,0.0,0.0,1,1,2,0,6
